POA_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
POA6327,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,3,6,0,20,5,0,3,0,9,3,0,3,3,28,15,0,5,3,0,0,0,0,0,30,8,4,0,0,4,0,0,6,0,30,9,0,7,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,45,6,23,6,13,11,5,17,3,130
POA6328,3,0,0,0,0,0,0,4,0,4,4,0,3,0,3,0,4,3,0,19,19,4,3,0,3,3,0,10,0,44,15,3,0,0,0,3,4,4,0,28,26,0,4,6,0,0,3,12,0,44,30,0,4,3,3,0,0,8,0,54,12,0,0,0,0,0,0,0,0,20,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,115,5,17,12,10,8,14,32,7,215
POA6330,9,14,182,165,43,399,13,232,16,1080,36,73,327,203,99,192,63,199,17,1207,201,437,582,304,249,240,171,350,35,2578,375,577,508,416,367,220,227,337,47,3074,502,695,473,486,475,272,307,412,50,3671,483,579,351,424,422,211,232,319,38,3059,198,151,84,79,94,68,65,99,18,836,45,14,11,4,4,3,4,10,15,114,9,0,4,0,0,0,0,4,0,16,1858,2540,2517,2079,1756,1609,1082,1957,243,15635
POA6333,0,0,17,33,8,50,7,39,3,149,3,4,40,10,4,9,3,16,0,88,29,35,62,29,30,16,14,34,7,258,70,115,71,42,39,28,15,49,3,444,113,142,81,77,61,40,39,67,8,632,121,125,62,43,77,29,23,55,4,546,68,40,23,9,26,12,10,30,3,222,13,3,0,5,3,3,0,0,0,31,3,0,0,0,0,0,0,0,0,3,424,466,359,250,244,193,110,294,22,2364
POA6335,0,0,0,0,0,0,0,0,0,9,3,3,9,0,3,0,3,15,0,37,12,10,23,4,6,0,3,14,0,77,15,7,14,3,7,4,0,10,0,63,20,0,13,7,12,3,3,4,0,68,27,10,5,4,13,0,8,5,0,81,15,0,0,0,0,0,0,3,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,102,31,66,24,44,14,27,55,3,360
POA6336,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,4,0,10,17,0,3,0,4,0,0,10,0,32,17,3,0,0,5,0,4,4,0,29,21,0,0,3,3,0,0,6,0,38,17,0,0,0,0,0,3,8,0,31,8,0,0,0,0,0,3,3,0,14,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,88,8,8,5,17,3,10,31,0,170
POA6337,0,0,0,0,0,0,3,4,0,6,0,0,3,3,3,0,7,5,0,18,23,8,8,0,6,0,9,8,0,64,15,3,9,3,4,0,3,4,0,50,34,3,5,0,0,3,5,3,0,65,36,3,4,4,3,5,5,8,0,60,11,0,0,0,0,0,4,3,0,18,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,123,21,33,12,18,11,33,34,0,286
POA6338,3,0,0,0,0,0,0,3,0,10,5,0,3,0,0,0,0,9,0,14,25,6,9,3,4,3,3,8,0,59,37,7,4,0,6,0,3,6,0,68,40,5,10,4,13,0,8,11,4,97,46,5,0,7,5,0,3,9,0,83,13,0,3,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,172,28,41,16,23,13,19,46,9,357
POA6341,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,12,0,3,0,10,0,0,4,0,24,19,4,3,0,3,3,3,0,0,35,10,3,4,0,5,0,10,0,0,39,18,0,0,0,0,0,0,11,0,34,4,0,0,0,0,4,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,9,11,3,15,4,19,19,0,167
POA6343,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,10,4,0,0,0,0,3,3,0,13,26,0,3,0,3,0,0,0,0,40,20,0,0,0,3,0,0,6,0,33,16,3,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,3,0,13,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,81,9,7,6,6,0,6,14,0,131
POA6346,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,3,14,0,29,19,4,11,6,6,5,12,12,0,78,22,9,10,4,7,0,16,12,0,82,35,4,9,3,6,4,18,6,0,84,38,4,14,4,7,0,14,7,0,89,22,0,0,0,5,0,13,4,0,42,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,143,27,45,22,34,11,75,54,0,407
POA6348,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,4,0,0,0,12,6,8,17,3,5,7,13,7,0,67,9,6,17,3,10,3,11,8,0,69,15,5,20,3,4,3,11,6,3,72,11,6,15,5,5,6,4,7,0,62,0,7,6,0,3,3,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,78,26,24,25,43,37,6,311
POA6350,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,8,9,0,9,3,4,0,3,7,0,29,12,0,3,0,5,0,0,0,0,24,8,0,3,5,0,0,0,0,0,23,6,0,5,8,3,0,3,0,0,32,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,50,7,19,14,17,3,8,13,3,132
POA6351,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,0,0,0,3,0,0,0,0,8,10,0,0,0,0,0,0,0,0,10,3,3,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,5,0,0,0,0,44
POA6352,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,3,0,21,9,3,0,0,4,0,0,0,0,19,10,3,0,4,0,0,0,8,0,23,10,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,12,3,7,5,0,4,14,0,92
POA6353,0,0,12,3,0,3,0,0,0,13,3,0,7,4,3,3,3,8,0,27,19,10,19,7,6,10,3,8,0,77,28,7,19,3,6,3,4,10,0,84,42,7,10,8,9,4,8,10,0,99,30,9,7,3,10,3,8,7,0,87,13,3,4,0,0,5,0,0,0,34,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,146,39,82,25,41,28,29,45,7,435
POA6355,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,8,18,4,0,0,7,0,4,3,0,46,26,0,3,0,3,0,9,7,0,56,25,0,3,0,0,3,9,8,0,49,41,4,0,0,5,0,0,0,0,55,15,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,136,17,15,7,15,11,24,23,0,243
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,3,0,12,9,3,0,0,3,0,0,3,0,20,12,3,0,0,0,0,0,5,0,23,8,0,0,0,0,0,0,0,0,19,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8,3,4,5,0,3,15,0,78
POA6357,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,0,14,8,0,0,0,0,0,0,0,4,17,5,0,0,0,3,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,36,4,0,0,3,0,3,6,4,53
POA6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,10,5,0,0,0,0,0,3,0,0,14,9,0,0,0,0,0,0,0,0,17,13,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,3,0,4,0,6,7,0,59
POA6359,0,0,0,0,0,0,0,3,0,4,0,0,3,0,3,0,0,4,0,16,10,5,14,5,8,0,7,9,0,57,18,4,13,3,4,3,12,3,3,60,20,4,5,4,3,3,3,10,0,54,17,0,3,4,5,0,7,8,0,46,11,0,4,0,0,0,3,0,3,25,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,85,16,39,19,25,11,28,37,8,268
POA6361,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,14,7,0,0,0,3,0,0,0,0,17,6,0,0,0,0,0,0,3,0,11,9,0,0,0,3,0,0,0,0,16,7,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,3,4,3,10,3,3,7,3,64
POA6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,5,0,0,0,0,0,0,0,19,11,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,3,0,0,9,0,52
POA6365,0,0,0,3,0,0,0,0,0,10,4,5,3,0,0,0,0,5,0,21,9,12,4,3,3,3,0,8,0,37,13,3,7,7,4,4,8,3,0,54,34,7,4,0,4,0,8,3,0,65,26,0,4,3,3,4,7,3,4,57,13,3,3,0,4,0,3,3,0,27,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,108,30,27,19,21,11,21,28,4,275
POA6367,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,21,9,0,8,4,0,3,3,3,0,31,15,0,3,3,3,3,3,3,0,31,31,3,4,3,3,0,3,3,0,53,9,0,4,0,0,0,3,0,0,18,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,80,10,26,15,12,8,13,12,0,171
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,3,0,14,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,12,4,0,0,3,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,4,3,4,0,3,4,0,46
POA6369,0,0,0,0,0,0,0,4,0,10,3,3,3,0,0,4,0,10,0,21,19,9,13,4,4,0,3,12,0,76,15,4,5,3,3,3,4,3,3,41,26,6,3,3,11,8,3,4,3,68,30,3,3,6,8,3,8,13,0,80,11,0,3,0,3,3,3,4,0,29,6,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,113,34,38,21,27,17,21,44,8,328
POA6370,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,12,14,3,4,3,3,3,5,10,4,44,10,3,6,3,0,7,0,7,0,27,27,0,8,3,3,5,9,5,0,57,19,3,6,7,0,0,3,10,3,39,12,0,4,0,3,0,0,3,0,29,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,80,17,20,13,16,11,24,37,4,221
POA6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,9,0,0,3,0,3,0,0,0,0,10,3,0,3,0,0,0,3,0,0,12,4,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,12,0,3,0,5,3,0,53
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,11,9,0,0,0,3,0,0,0,0,15,7,0,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,33,3,7,0,3,0,0,0,0,51
POA6375,0,0,0,0,0,0,0,3,0,15,0,3,10,0,4,3,3,3,0,28,27,15,11,0,8,0,3,12,0,83,25,5,3,7,10,0,11,18,0,81,24,11,13,6,7,6,9,10,0,91,43,13,14,7,12,3,10,7,0,108,21,0,3,0,3,5,11,3,0,45,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,141,47,58,25,45,27,40,59,6,449
POA6383,0,0,0,0,0,3,0,0,0,11,0,0,7,3,0,0,0,4,0,19,16,8,7,3,7,4,3,15,0,52,10,3,5,8,3,0,4,3,0,42,31,7,9,11,7,6,5,9,0,86,35,11,6,11,9,5,14,14,0,103,11,0,0,0,3,0,4,3,0,25,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,115,38,36,35,20,21,32,55,0,354
POA6384,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,3,0,0,3,0,18
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,8
POA6386,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,8,6,0,0,3,0,0,3,0,0,9,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,22,3,3,3,3,0,3,6,0,44
POA6390,0,0,7,0,0,11,0,7,0,29,3,4,15,8,7,0,5,11,3,58,9,23,46,3,16,3,46,12,3,157,33,27,34,14,13,3,54,13,6,194,19,31,38,24,22,6,52,17,5,216,17,14,21,11,14,4,36,13,3,148,13,3,7,0,3,0,4,5,0,33,6,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,96,98,172,61,81,27,206,71,16,839
POA6391,3,0,0,0,0,0,0,0,0,11,6,3,9,3,3,4,0,5,0,26,27,12,12,10,4,3,5,11,0,98,39,16,10,10,15,0,13,7,0,101,30,11,9,0,9,3,16,10,4,102,63,9,3,15,13,3,7,18,0,131,31,3,3,4,0,0,5,4,0,53,9,0,0,0,0,0,3,0,4,17,0,0,0,0,0,0,0,0,0,0,208,58,47,38,38,16,55,54,10,528
POA6392,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,4,0,18,7,3,5,0,3,0,3,4,0,28,15,3,3,5,4,0,4,3,0,37,29,0,6,3,4,3,3,5,0,55,23,3,8,6,3,3,3,3,4,57,13,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,3,102,15,24,13,17,11,20,26,6,240
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,14,8,0,0,0,0,0,0,3,0,14,10,0,0,0,0,0,3,0,0,15,8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,4,3,0,9,4,63
POA6394,0,0,0,0,0,3,0,0,0,7,0,0,3,0,3,0,0,5,0,11,21,5,4,0,3,3,3,9,0,41,25,4,3,0,3,0,3,3,0,44,32,4,8,0,3,0,3,3,0,53,28,0,0,0,0,0,3,10,0,50,21,3,3,0,0,0,0,3,0,26,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,127,18,20,3,17,5,12,39,7,246
POA6395,4,0,3,0,3,5,0,5,0,21,7,0,7,7,5,4,4,10,0,40,35,22,22,12,9,7,7,19,0,133,37,22,15,10,15,6,13,14,0,135,61,15,17,16,22,14,17,28,0,199,70,14,8,10,16,4,17,19,3,164,32,3,0,4,0,0,3,7,3,55,13,0,0,0,0,0,0,0,3,21,3,0,0,0,0,0,0,0,0,5,260,86,81,53,66,37,70,104,18,782
POA6396,0,0,0,0,0,0,0,4,0,7,0,0,4,0,3,0,0,0,0,9,9,0,6,3,0,0,3,8,0,29,21,3,8,3,3,0,4,11,0,50,16,0,3,0,0,0,5,15,0,39,21,0,0,0,0,0,3,10,0,40,12,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,6,15,5,10,5,20,49,4,190
POA6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,10,0,0,0,0,0,0,6,0,12,4,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,0,0,3,0,3,0,10,0,34
POA6398,0,0,4,0,0,0,0,0,3,13,0,0,0,4,0,0,0,0,0,4,7,0,0,5,0,4,0,0,0,14,11,6,10,3,0,0,0,5,0,34,9,6,9,10,3,8,4,11,0,64,19,5,5,0,9,6,3,9,0,60,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,49,25,28,21,19,18,13,31,3,206
POA6401,0,0,25,16,11,52,0,27,3,144,7,22,64,21,36,40,7,41,3,241,57,90,95,64,68,36,24,67,6,512,84,99,97,78,72,36,61,55,5,594,93,89,93,87,91,34,83,78,7,654,113,104,73,81,103,54,79,86,13,699,51,14,22,12,22,7,23,25,3,182,11,0,0,0,0,4,0,7,0,20,0,0,0,0,0,0,0,0,0,3,422,423,468,360,397,268,279,389,44,3050
POA6403,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,0,3,0,13,0,3,0,0,4,0,4,3,0,17,3,0,0,0,3,0,3,0,0,20,9,4,6,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,6,4,15,6,6,12,0,80
POA6405,0,0,3,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,6,4,3,3,3,3,0,0,4,0,29,11,0,0,3,0,0,5,4,0,33,9,0,5,3,0,3,5,3,0,27,20,4,3,3,3,0,5,8,0,39,3,3,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,11,16,18,13,6,18,25,3,154
POA6407,4,0,3,0,3,3,0,7,3,28,9,3,7,3,0,5,0,0,0,36,22,13,18,3,7,4,12,8,0,82,25,15,25,9,6,6,4,14,0,110,23,4,8,7,12,3,9,15,3,87,32,14,8,9,16,3,4,12,0,90,9,3,3,0,0,3,8,3,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,125,52,72,33,48,36,35,60,3,471
POA6409,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,8,0,13,5,4,3,0,3,0,4,12,0,27,13,3,0,4,3,0,3,4,0,32,24,3,10,8,3,3,0,7,0,54,7,4,0,0,3,0,3,5,0,28,4,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,57,12,14,12,18,9,18,39,0,169
POA6410,0,0,3,0,0,0,0,4,0,15,0,3,4,5,4,0,0,5,0,22,3,8,12,13,5,5,0,15,0,72,13,3,8,10,10,0,9,12,0,68,34,5,22,18,9,5,8,11,0,98,14,7,10,14,0,0,14,15,0,78,7,0,3,3,4,0,4,3,3,33,3,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,81,31,64,60,28,17,39,62,5,393
POA6411,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,0,3,0,0,0,0,0,0,7,6,4,4,0,3,0,0,0,0,24,11,3,0,0,0,0,0,0,0,18,6,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,11,0,9,3,5,4,0,61
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,7,0,3,0,0,0,28
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,3,0,0,0,3,0,27
POA6414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,5,3,3,0,0,35
POA6415,0,0,18,11,4,31,6,15,0,82,9,18,35,11,19,12,8,11,3,135,32,49,53,16,35,28,26,25,3,272,25,33,48,21,36,14,34,18,0,233,65,35,42,27,22,19,51,27,3,288,41,27,30,31,21,22,34,25,4,238,21,3,4,9,10,3,11,6,4,68,8,0,3,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,198,173,230,123,153,126,177,136,22,1330
POA6418,0,0,3,0,0,0,0,0,0,4,0,3,3,3,3,0,0,3,0,10,20,13,5,5,7,5,6,8,0,65,11,5,10,6,3,3,3,4,0,52,11,4,13,0,7,3,11,5,0,60,29,3,6,10,3,0,3,11,0,66,15,3,0,3,0,0,3,3,0,32,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,88,31,39,28,23,16,27,34,0,296
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,4,0,0,0,6,0,30
POA6420,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,0,0,0,3,0,0,0,0,7,6,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,4,0,0,13,5,0,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,0,3,0,4,0,4,5,0,57
POA6421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,5,3,0,0,4,0,0,3,0,18,5,0,0,0,0,0,0,0,0,11,6,0,0,0,6,0,0,0,0,13,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,3,3,11,0,3,6,0,63
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,4,0,13,3,3,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,5,0,0,0,3,0,31
POA6423,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,8,0,0,0,0,3,0,4,0,0,14,3,4,6,3,7,0,3,4,0,33,4,4,8,4,3,0,4,0,0,25,8,0,9,0,5,0,6,3,0,28,4,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,28,10,33,4,12,4,25,11,0,133
