POA_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
POA6071,9,14,9,14,36,41,37,85,0,238,16,60,53,61,46,87,52,57,3,427,12,27,14,26,40,37,36,44,8,237,3,60,29,35,28,34,14,10,3,209,4,37,38,30,45,36,21,19,0,224,5,41,20,22,16,11,13,9,0,143,7,5,3,5,9,16,4,23,0,77,3,31,13,19,14,10,0,8,0,105,0,6,0,3,0,0,3,4,3,24,56,282,189,206,224,274,174,261,22,1686
POA6072,0,0,0,3,10,7,4,21,0,44,3,6,19,6,17,23,6,11,0,83,5,10,10,3,12,22,4,22,3,83,0,9,4,8,9,3,3,4,0,46,0,4,8,6,13,8,0,3,0,45,0,9,6,9,0,6,4,0,0,36,0,0,0,0,3,3,0,5,3,19,0,7,7,4,8,0,3,3,0,30,0,0,0,0,0,0,0,3,6,10,14,49,55,38,61,68,29,66,11,397
POA6073,7,5,3,10,32,38,27,55,0,175,10,33,36,34,46,59,19,32,3,277,14,13,20,13,36,57,28,52,5,223,6,35,23,20,18,10,11,11,0,131,4,33,28,18,47,39,7,13,3,194,4,37,14,19,17,10,7,18,0,132,4,11,6,4,17,17,19,31,0,114,0,23,21,15,14,16,4,8,0,98,3,0,5,0,7,3,0,3,8,24,65,189,158,146,224,236,130,215,21,1378
POA6074,0,0,10,4,10,12,7,18,0,58,3,12,12,13,14,12,10,17,3,90,6,0,4,9,21,26,8,11,5,97,4,10,10,7,9,4,0,3,0,44,0,6,12,16,14,13,6,0,0,61,0,14,3,7,3,5,3,4,0,34,4,3,0,0,0,7,6,13,0,33,0,14,3,10,7,7,0,6,0,41,0,0,0,0,0,0,0,0,6,6,19,56,51,59,77,91,33,73,17,473
POA6076,34,54,88,89,159,294,202,503,18,1441,101,232,277,307,326,474,222,357,30,2323,66,116,86,116,259,384,170,325,11,1537,38,279,148,188,130,104,47,59,13,995,54,207,228,217,272,240,116,96,14,1434,30,235,134,93,80,79,55,65,14,792,30,39,34,42,70,77,67,156,10,530,19,230,102,99,67,67,32,58,11,684,8,12,14,14,20,24,4,7,29,131,384,1402,1111,1163,1377,1742,919,1620,142,9865
POA6077,0,4,9,7,5,28,6,53,0,128,3,8,9,14,12,26,5,11,0,91,5,3,7,7,23,25,10,25,7,120,3,19,5,7,4,3,3,8,0,54,9,17,19,21,24,20,8,18,0,130,0,21,7,13,4,3,3,6,0,63,3,10,0,9,9,9,3,10,3,52,4,7,9,11,3,12,3,5,0,48,0,4,0,0,0,0,0,0,5,8,24,95,75,92,85,125,44,139,20,694
POA6078,3,10,6,6,8,14,0,28,3,80,5,12,8,8,9,11,0,9,0,56,6,3,3,13,17,23,3,26,0,97,6,9,4,6,7,0,0,0,0,36,3,11,12,15,14,9,0,3,0,71,0,10,4,4,5,5,0,5,0,42,0,3,5,0,3,7,8,12,0,40,0,8,5,7,5,10,7,5,0,44,0,0,0,0,0,0,3,3,3,6,18,67,47,50,69,81,23,90,11,464
POA6079,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,12
POA6081,13,16,6,26,34,47,40,95,4,282,33,57,62,55,73,83,43,72,0,466,14,12,30,24,70,107,47,117,11,435,16,48,41,50,32,33,22,9,3,247,13,55,43,37,80,65,22,26,0,339,6,52,29,24,20,27,9,17,0,184,12,16,9,8,23,22,18,64,5,174,9,53,17,22,23,15,18,16,4,180,3,7,0,3,3,7,0,6,9,32,110,311,234,249,366,398,220,412,40,2341
POA6082,3,9,11,10,28,25,28,44,0,152,13,20,28,37,52,54,22,39,0,265,13,13,23,27,60,75,40,78,3,328,7,29,29,32,16,23,23,12,3,171,9,32,36,31,45,27,17,15,3,208,0,33,19,15,19,12,13,12,0,116,10,3,0,3,16,13,18,53,3,121,3,42,15,24,17,26,7,10,3,151,0,0,3,0,7,7,4,3,8,36,63,178,166,178,253,255,168,260,27,1541
POA6083,16,14,19,24,33,56,32,86,5,264,11,31,29,35,57,56,17,32,0,277,13,19,25,25,54,99,32,70,13,341,14,30,30,25,19,34,17,5,3,179,10,38,36,37,41,46,11,12,0,238,0,40,19,16,16,13,10,14,0,128,13,11,4,7,19,28,16,53,4,153,14,42,16,17,22,15,4,18,5,155,8,5,0,3,5,8,0,5,5,38,86,228,189,197,268,341,133,298,35,1774
POA6084,21,22,22,34,44,97,63,130,7,447,21,36,64,47,79,99,52,96,0,484,51,37,47,51,143,168,88,205,10,803,19,50,47,68,55,57,16,23,10,351,24,71,65,83,130,107,42,55,8,582,11,73,49,48,37,35,17,29,0,302,27,21,17,23,42,58,62,151,10,415,16,78,65,65,61,75,28,67,7,465,6,9,8,4,6,10,6,15,12,74,195,407,391,420,596,707,368,771,62,3930
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6100,29,37,49,48,138,251,162,305,5,1025,91,164,150,196,452,596,253,346,18,2255,38,64,83,76,204,239,104,198,19,1033,33,174,183,133,126,101,45,48,17,861,29,97,93,98,276,231,95,84,13,1012,18,139,96,87,93,86,40,56,7,620,13,11,32,41,75,52,45,81,13,360,22,157,161,63,111,65,31,71,9,691,0,8,5,9,28,24,6,19,34,123,273,855,865,747,1494,1639,782,1210,121,7990
POA6101,27,37,42,61,161,225,137,268,10,974,98,180,182,205,462,645,325,356,10,2467,32,62,106,87,261,288,119,223,18,1203,36,154,148,171,143,116,43,40,19,879,37,105,128,104,305,231,93,74,4,1086,16,165,102,78,95,58,41,67,10,632,15,22,31,36,79,56,42,93,12,391,12,178,159,70,98,74,30,57,13,694,4,3,11,7,15,16,10,11,43,119,276,913,911,824,1615,1730,844,1191,136,8441
POA6102,8,27,31,28,85,85,61,80,7,409,54,100,92,103,284,304,125,165,18,1242,25,49,80,42,169,191,83,115,13,773,21,176,148,105,88,74,28,32,20,700,21,51,55,68,157,119,36,47,6,569,10,178,117,74,67,47,27,23,12,554,17,43,43,43,70,64,27,50,4,364,26,194,226,85,77,65,7,33,11,738,0,8,10,0,9,7,3,12,29,78,182,830,806,555,1017,952,390,563,122,5425
POA6103,21,16,20,22,82,149,77,150,10,547,48,70,75,102,256,316,148,195,9,1210,17,40,56,49,175,182,88,155,18,783,19,87,100,119,103,66,31,47,12,574,18,64,54,81,172,174,63,59,6,687,9,77,61,67,74,55,22,36,3,407,17,16,34,29,61,42,55,85,5,343,20,90,120,64,71,54,19,44,9,500,6,8,3,3,14,20,3,16,21,92,180,472,521,538,1012,1060,500,778,81,5146
POA6104,24,17,31,41,106,170,98,207,11,710,53,62,103,102,288,320,126,171,9,1236,39,48,64,70,250,291,136,257,25,1187,32,126,111,133,134,100,47,59,12,762,33,80,82,108,273,209,86,77,13,966,16,151,90,82,86,66,30,54,11,583,23,26,33,55,126,101,59,161,13,595,25,128,118,92,106,72,34,89,12,685,8,7,5,7,16,24,4,19,29,125,264,642,642,695,1383,1354,624,1094,133,6841
POA6105,18,23,30,30,102,141,73,133,3,554,34,73,77,63,275,284,132,141,11,1087,36,47,73,75,299,278,138,222,22,1192,27,120,112,144,154,75,42,50,9,734,30,67,81,108,285,216,73,79,7,951,18,170,77,66,110,74,27,40,8,590,22,41,34,60,126,103,64,162,16,613,23,174,129,103,130,91,42,68,18,778,3,5,7,6,22,18,4,10,29,109,215,720,631,650,1498,1283,595,903,122,6615
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7
POA6107,38,60,71,102,338,412,217,364,14,1623,133,246,295,356,929,965,330,375,33,3660,99,192,225,234,818,807,341,589,65,3368,102,469,458,451,417,236,123,165,47,2460,93,235,265,262,802,589,187,181,23,2642,52,473,344,250,260,184,84,109,28,1789,65,119,165,162,406,343,203,352,38,1866,75,556,548,339,457,255,118,183,57,2600,14,33,24,35,48,65,22,35,117,392,679,2382,2399,2189,4487,3861,1618,2357,426,20395
POA6108,19,42,34,42,161,199,112,207,4,822,57,130,129,187,365,353,158,171,22,1562,57,102,114,152,461,450,211,350,23,1927,41,216,213,222,168,140,65,90,17,1178,42,145,182,204,492,335,122,93,18,1629,48,335,198,136,150,96,60,68,12,1092,39,44,56,71,226,208,125,246,23,1042,42,287,185,195,214,161,86,115,26,1312,9,9,6,9,36,33,12,23,55,199,354,1315,1116,1211,2277,1985,943,1361,204,10756
POA6109,17,13,11,21,67,75,42,76,6,326,21,40,48,45,127,89,40,59,15,483,35,47,49,80,266,236,116,151,13,984,25,79,82,123,107,55,26,42,15,547,23,59,59,71,162,116,38,43,7,591,14,108,67,58,67,44,23,22,4,407,20,26,27,57,173,125,76,146,12,663,29,136,129,111,154,95,45,51,15,761,4,4,3,4,19,12,7,8,37,100,193,507,480,573,1149,844,411,592,123,4869
POA6110,47,57,58,91,305,339,232,375,10,1523,104,172,168,266,578,644,218,300,25,2465,105,154,165,204,748,810,408,599,70,3269,76,324,316,402,365,238,103,140,31,2005,84,238,289,336,728,511,209,155,22,2576,39,460,282,239,310,208,105,109,22,1782,66,73,97,141,436,357,248,446,42,1907,68,392,295,274,409,267,151,192,37,2079,16,30,23,21,55,45,19,40,98,328,612,1897,1693,1972,3933,3420,1694,2355,350,17934
POA6111,29,43,50,63,151,232,135,304,11,1031,79,162,155,185,300,323,148,212,12,1580,67,105,102,156,414,390,218,335,30,1827,53,255,173,237,180,113,61,75,22,1178,50,163,173,199,397,294,104,101,17,1502,35,289,176,120,125,105,50,60,11,969,42,58,53,79,204,191,131,275,26,1057,48,277,136,141,174,139,75,109,29,1112,6,12,10,4,33,30,12,14,41,161,412,1362,1030,1181,1979,1822,940,1483,207,10418
POA6112,62,89,85,127,426,558,336,604,23,2302,185,264,296,438,957,1085,397,495,36,4146,165,183,208,291,1057,1051,603,940,71,4568,129,480,450,541,522,341,161,242,45,2920,148,330,351,467,1081,708,307,267,32,3697,90,662,393,345,428,284,154,161,25,2544,122,116,115,195,586,460,395,670,56,2706,92,543,327,338,509,302,180,268,57,2613,21,26,9,22,66,67,24,44,97,384,1015,2698,2231,2755,5628,4857,2566,3684,446,25883
POA6121,5,9,6,18,18,38,20,95,0,200,3,11,25,20,33,45,22,37,0,205,14,15,10,24,52,87,32,75,3,308,7,25,21,30,23,28,8,6,0,143,8,52,34,48,52,33,18,21,0,256,3,43,25,9,13,9,5,15,0,127,7,9,6,17,20,24,11,46,4,148,5,39,20,23,24,21,3,26,0,160,0,3,0,0,6,0,5,8,4,22,51,208,142,177,231,289,127,321,12,1559
POA6122,23,24,26,44,103,192,114,198,0,718,34,61,85,120,209,224,104,178,4,1015,50,88,73,120,350,429,257,421,27,1820,45,131,145,180,183,133,52,71,13,947,53,123,133,165,340,239,102,72,11,1241,26,202,127,120,138,90,49,52,6,813,42,34,39,64,195,151,147,340,14,1032,29,162,78,84,118,105,60,127,22,775,5,7,6,12,20,20,7,23,39,138,304,828,713,908,1655,1575,897,1478,132,8498
POA6123,3,4,0,5,5,22,9,23,0,68,4,10,3,9,14,14,6,3,0,57,8,9,5,12,21,27,21,34,4,140,0,11,7,14,11,8,0,7,3,70,3,6,18,11,6,15,11,7,0,90,0,26,8,9,3,10,4,3,0,62,10,8,9,10,21,11,19,38,0,120,7,17,9,18,14,15,3,9,0,92,0,0,0,0,0,0,0,0,7,7,27,95,72,83,101,120,77,125,19,719
POA6124,3,5,5,3,8,24,7,20,0,66,10,3,12,13,12,17,6,22,0,99,7,6,5,10,21,13,9,27,0,107,7,13,11,8,4,12,4,0,0,62,3,10,4,12,16,11,8,3,0,66,0,4,4,8,3,9,0,3,0,29,5,0,0,4,11,3,3,18,3,49,3,16,16,7,7,13,3,5,0,69,0,0,0,0,0,0,0,0,0,7,39,59,62,63,81,92,37,104,5,544
POA6125,9,12,10,19,19,45,25,79,0,217,9,11,20,17,15,33,22,43,0,167,18,14,17,25,47,72,34,74,0,303,11,13,15,23,20,22,8,13,3,122,4,28,26,24,32,26,19,13,0,179,3,21,17,16,20,11,3,13,0,105,3,11,12,15,25,26,20,61,3,167,6,30,28,8,18,21,14,19,0,150,0,0,3,4,4,7,0,14,5,30,65,139,149,149,209,259,143,325,10,1443
POA6126,0,3,3,0,4,3,7,14,0,33,0,0,3,0,0,3,3,0,0,16,3,0,0,3,3,7,0,12,0,26,0,0,0,3,3,3,0,3,0,10,0,3,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,7,0,12,0,0,3,3,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,3,15,19,17,18,19,7,32,0,128
POA6147,12,21,23,28,116,138,73,113,4,536,55,99,115,134,291,266,112,130,9,1217,25,73,78,87,294,262,132,162,23,1146,24,153,134,151,135,75,38,53,14,777,31,86,90,102,293,194,78,68,3,948,21,179,130,81,87,55,35,38,0,622,27,44,44,55,149,125,83,120,13,653,14,184,133,137,179,120,40,59,15,884,0,14,7,7,22,15,7,8,48,138,214,851,764,786,1572,1251,591,748,138,6922
POA6148,27,62,41,67,126,211,129,285,7,952,85,231,239,240,433,538,252,293,16,2327,32,72,62,91,215,242,114,165,15,1010,22,218,168,150,100,56,42,30,10,802,35,152,158,133,269,166,79,63,8,1068,22,271,95,70,89,71,33,48,7,707,13,33,33,34,83,68,41,76,11,386,33,191,98,79,80,47,16,40,8,593,3,9,10,12,17,30,13,13,30,127,267,1238,908,879,1410,1432,710,1017,113,7972
POA6149,25,57,55,84,132,301,186,357,7,1205,85,275,276,273,498,667,305,380,24,2791,25,77,73,88,200,229,119,192,11,1016,24,227,178,122,104,88,27,48,12,822,31,187,213,195,330,218,93,86,6,1364,23,281,132,94,84,73,33,56,9,790,6,33,35,34,62,58,44,62,6,343,23,195,96,89,79,56,27,50,4,625,0,13,10,4,24,16,8,17,21,108,254,1349,1064,986,1514,1718,842,1237,87,9054
POA6150,18,45,41,41,120,182,123,236,5,812,63,199,179,201,293,494,202,275,18,1917,24,48,52,46,121,121,72,94,5,580,26,199,109,87,61,44,15,19,8,563,30,120,133,105,201,129,47,42,8,812,21,269,97,73,62,47,17,47,7,637,12,32,14,25,26,19,13,31,4,177,18,144,77,49,52,31,6,14,0,399,5,6,5,6,9,3,3,3,25,78,203,1062,719,630,938,1075,509,763,76,5977
POA6151,43,64,73,97,185,305,194,498,3,1456,104,249,293,283,492,760,337,564,19,3098,24,66,65,52,115,163,80,169,9,744,23,222,130,122,99,74,40,39,13,749,40,142,136,105,261,188,91,103,6,1084,18,196,83,76,61,79,33,68,11,630,13,16,24,16,27,27,17,54,5,194,19,130,69,44,38,34,5,41,8,393,3,14,6,9,14,17,5,17,31,116,288,1101,878,806,1291,1640,809,1556,105,8469
POA6152,46,75,89,106,246,416,250,509,14,1744,124,353,370,365,710,994,495,721,38,4171,36,82,103,110,215,321,157,214,13,1251,47,327,217,190,138,122,61,70,18,1197,50,218,223,190,397,316,126,117,5,1650,34,329,147,121,104,113,53,91,20,1012,16,43,33,49,57,55,41,86,5,385,22,210,138,88,67,69,36,52,22,696,13,18,14,8,16,24,10,28,50,180,383,1656,1336,1228,1956,2433,1232,1885,182,12295
POA6153,23,76,91,107,167,371,225,588,5,1667,112,355,341,365,470,767,330,583,17,3333,29,63,52,56,145,174,100,184,5,810,35,223,141,127,90,72,46,38,7,784,51,232,187,188,248,226,80,83,5,1293,24,323,132,97,93,95,40,84,7,881,6,32,15,17,28,40,12,44,0,204,18,139,61,47,47,38,20,39,9,398,3,20,18,14,13,22,8,17,17,137,296,1458,1036,1016,1292,1796,866,1663,80,9505
POA6154,16,26,29,38,92,163,97,238,3,699,60,121,168,144,200,310,152,216,12,1389,5,46,40,49,101,127,62,78,6,515,17,129,89,80,32,33,30,36,8,452,13,98,97,102,122,120,58,43,5,665,11,157,62,49,44,46,17,34,7,423,4,15,15,12,21,23,12,29,0,133,13,85,49,27,32,19,12,22,0,258,0,8,3,3,0,9,3,10,16,60,143,692,543,507,649,852,440,705,55,4590
POA6155,59,92,119,170,421,708,427,755,20,2762,204,505,537,615,1368,1544,596,737,58,6160,125,182,192,262,760,855,390,625,49,3444,105,625,414,414,393,317,110,108,36,2516,115,382,476,497,879,704,227,240,34,3548,64,791,402,286,298,267,104,172,28,2412,46,83,110,117,267,244,171,314,21,1369,65,585,332,300,311,213,78,139,35,2057,12,28,27,28,60,68,19,32,99,361,778,3271,2609,2681,4750,4915,2120,3134,380,24635
POA6156,21,59,73,67,138,274,191,425,14,1263,95,216,240,271,303,479,273,359,12,2258,36,63,56,65,172,222,80,214,9,921,24,225,109,136,82,86,39,67,11,779,31,180,185,155,222,194,84,74,14,1138,20,231,98,74,62,65,28,58,3,636,12,20,19,20,38,44,23,69,3,246,20,152,56,54,66,64,22,60,4,494,14,8,12,5,8,15,4,15,31,117,275,1145,851,852,1084,1453,745,1341,103,7855
POA6157,25,36,53,50,113,226,145,305,10,958,91,182,239,241,365,444,209,323,11,2115,28,48,58,55,128,205,88,155,9,777,31,177,117,105,93,64,37,47,3,674,29,109,108,102,204,174,73,46,9,849,18,197,75,64,68,70,36,56,8,601,16,24,15,13,34,33,25,60,4,219,14,97,51,39,36,38,21,26,3,330,4,17,10,9,10,18,4,13,23,113,262,890,724,688,1053,1269,630,1036,89,6634
POA6158,17,34,38,50,55,140,105,222,7,663,51,132,157,166,176,274,131,249,9,1343,11,25,26,27,68,78,39,74,4,352,13,107,64,51,36,34,17,21,4,343,6,75,63,70,85,71,34,24,3,425,7,95,40,21,29,36,10,37,0,276,3,15,4,9,6,20,8,18,0,87,13,66,20,10,13,24,7,16,0,160,7,0,0,6,8,7,4,7,14,53,132,551,408,413,466,677,356,672,40,3720
POA6159,8,20,16,26,38,58,43,107,3,320,34,46,58,87,85,168,81,138,3,705,3,13,3,13,11,24,19,23,3,108,5,46,17,29,11,16,8,13,0,143,8,28,28,18,32,32,9,14,0,167,3,34,20,16,6,3,3,10,0,108,3,4,3,3,3,8,3,10,0,36,6,27,9,0,5,6,3,7,0,62,3,9,7,9,0,4,0,3,7,37,64,221,154,198,195,326,170,319,26,1679
POA6160,10,35,22,49,75,122,71,165,4,558,72,162,138,169,203,359,179,277,9,1565,18,17,31,36,72,97,48,75,7,410,15,118,72,69,40,51,26,40,6,431,17,53,44,41,101,54,44,33,5,396,7,82,49,33,32,33,11,17,0,270,5,24,9,7,15,15,17,40,0,142,11,74,31,27,23,8,14,39,4,235,5,7,6,0,10,13,4,5,8,59,167,583,401,422,585,746,402,693,53,4060
POA6161,0,0,0,0,3,3,3,9,0,19,0,0,0,3,0,3,0,0,0,6,0,0,0,0,8,0,3,4,0,20,4,0,0,5,0,0,0,3,0,18,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,11,27,8,9,15,0,85
POA6162,27,32,38,37,98,161,114,239,3,752,77,218,199,231,276,362,169,261,18,1808,28,49,47,66,109,144,70,125,5,645,23,143,89,84,67,33,43,34,12,526,23,66,79,71,129,90,32,46,3,545,17,118,65,59,25,40,19,24,10,376,10,16,15,16,36,15,22,47,0,180,18,100,53,39,53,34,13,25,7,338,3,7,3,6,12,15,3,15,33,92,215,748,590,611,804,899,483,820,90,5267
POA6163,63,96,113,142,389,589,378,720,15,2501,252,456,518,635,981,1209,564,731,56,5392,154,241,232,270,788,978,471,788,68,3984,104,555,456,472,413,278,128,154,38,2601,118,354,428,418,773,544,239,182,32,3091,76,678,387,267,267,192,106,128,34,2141,52,104,86,115,288,257,182,308,25,1411,95,530,343,275,340,268,138,251,39,2283,16,36,22,19,44,57,27,65,105,395,930,3050,2583,2610,4281,4368,2233,3325,411,23790
POA6164,68,101,133,186,560,788,472,871,29,3201,263,389,515,556,1266,1543,631,775,41,5986,166,208,232,331,1116,1262,664,1080,64,5130,124,552,456,519,501,380,163,198,47,2932,147,459,591,547,1148,867,373,306,39,4475,88,775,394,366,387,272,131,184,31,2617,80,106,110,166,384,339,219,539,34,1974,101,562,315,339,416,333,147,298,54,2567,23,28,20,26,75,79,40,64,135,483,1053,3171,2770,3034,5851,5860,2840,4319,472,29363
POA6165,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,3,8,9,4,3,0,39
POA6166,16,22,21,36,88,118,96,206,5,607,40,82,78,94,138,192,89,108,6,823,20,40,40,48,193,256,105,198,16,920,22,99,86,76,62,50,18,28,5,442,28,104,120,98,174,130,46,55,3,759,16,165,73,63,58,43,20,37,7,484,15,13,16,31,45,42,42,69,3,281,21,97,48,52,54,50,17,63,12,411,3,10,7,9,12,20,0,15,22,93,183,626,495,501,824,900,440,778,79,4813
POA6167,31,22,39,34,142,187,119,241,8,825,57,96,111,137,297,335,140,165,11,1339,66,95,94,126,459,477,226,414,36,2000,61,182,181,253,235,141,72,104,22,1259,53,124,154,152,410,267,109,102,18,1398,27,271,162,159,192,98,47,63,27,1046,50,60,48,79,277,230,166,305,25,1247,62,294,180,180,208,186,93,167,14,1396,7,11,11,16,28,20,14,25,86,221,426,1168,980,1134,2253,1942,984,1596,247,10723
POA6168,25,16,35,58,134,158,122,230,8,786,43,85,94,101,184,228,92,162,5,999,82,90,87,125,364,476,281,429,33,1962,61,223,223,238,186,172,103,174,19,1398,53,111,122,138,292,195,104,90,11,1117,28,233,145,150,144,70,35,47,9,866,42,57,47,48,193,158,126,262,16,944,41,226,176,147,206,155,84,148,33,1210,7,9,13,12,23,34,16,28,49,186,386,1050,939,1005,1724,1649,958,1571,174,9461
POA6169,44,41,51,76,199,271,207,341,10,1246,90,161,189,223,396,411,202,280,12,1964,123,148,157,207,609,615,412,693,41,2999,82,325,291,319,276,200,103,138,21,1764,72,186,191,240,469,317,157,114,16,1758,53,442,253,225,203,135,60,72,23,1459,70,53,60,70,298,223,208,415,20,1425,93,341,194,236,239,255,104,228,36,1733,13,19,14,22,30,35,23,50,71,274,638,1728,1392,1625,2714,2459,1468,2322,255,14608
POA6170,7,16,11,28,105,124,72,99,5,468,36,58,79,98,271,297,83,105,12,1038,32,46,37,60,253,255,145,243,25,1095,34,90,89,133,132,96,54,61,18,705,30,49,76,89,244,159,65,60,6,779,28,141,90,84,117,66,25,29,11,579,33,30,32,36,139,101,59,154,11,588,30,122,95,88,103,87,57,88,11,684,3,6,5,10,19,12,9,14,24,103,223,557,519,621,1379,1205,572,848,126,6043
POA6171,37,22,40,73,242,301,228,423,9,1381,110,138,187,246,441,474,225,305,12,2142,148,126,108,146,560,669,422,786,31,2999,97,258,242,296,280,286,139,207,27,1841,83,169,234,227,545,414,155,163,15,2009,58,378,208,205,211,145,73,78,9,1363,88,52,43,73,240,225,161,480,17,1384,60,267,162,148,173,157,112,233,25,1341,20,18,9,9,29,41,20,35,54,233,695,1428,1246,1434,2725,2715,1544,2715,203,14701
POA6172,18,8,24,28,84,120,98,165,3,554,22,61,69,68,154,162,71,102,9,708,54,39,53,62,221,256,148,287,19,1142,40,136,122,153,120,91,63,60,12,793,29,57,79,88,210,137,70,50,12,736,22,218,118,106,96,43,26,31,10,656,43,23,26,18,107,76,65,192,12,556,31,172,102,86,102,98,46,122,15,771,12,7,8,3,18,21,12,14,19,116,265,719,586,621,1102,1005,594,1027,106,6026
POA6173,17,12,18,29,98,142,99,222,6,632,41,69,93,113,154,200,103,124,10,903,49,51,45,54,213,287,164,327,12,1204,34,169,122,131,89,127,41,57,6,783,36,68,93,95,180,150,55,56,11,736,19,197,95,82,68,65,20,52,9,603,31,18,16,25,57,52,30,168,7,414,24,120,53,42,45,60,23,98,4,483,6,3,7,3,8,27,10,16,26,103,258,712,537,569,914,1118,548,1127,75,5860
POA6174,3,5,5,6,27,34,21,50,3,155,9,26,27,25,50,57,28,38,0,263,16,22,29,29,67,79,47,93,8,388,12,46,35,47,28,19,19,20,0,229,13,32,26,20,59,44,12,12,0,218,9,50,23,20,19,20,3,12,3,157,9,7,8,8,25,23,13,58,4,154,9,43,25,24,16,23,5,19,4,170,0,0,3,3,3,9,6,9,11,43,80,225,183,185,298,300,161,314,33,1776
POA6175,6,3,5,10,25,40,28,52,0,168,14,24,25,23,52,59,20,64,5,285,20,25,23,21,87,79,44,84,3,373,9,42,34,30,26,23,13,13,3,192,7,18,27,35,48,37,17,24,0,208,10,61,22,21,16,8,4,14,0,145,9,8,4,6,18,21,22,56,0,144,5,47,12,21,14,15,10,36,4,169,3,3,0,0,3,8,4,5,8,29,71,235,152,169,286,287,161,340,23,1713
